Tanggal	Ranking	Episode	Deskripsi	Penerbit	Bahasa	Rilis
2024-09-03	83	GW DENGERIN PENGAKUANNYA SAMPE BENGONG !! GAK KEBAYANG SEREMNYA 4 MALAM DI GUNUNG ARGOPURO	GW DENGERIN PENGAKUANNYA SAMPE BENGONG !! GAK KEBAYANG SEREMNYA 4 MALAM DI GUNUNG ARGOPURO Jangan lupa follow kami di :  Instagram : @Besokpagi.adv https://www.instagram.com/besokpagi.adv/ Tiktok : @Besokpagi.adv https://www.tiktok.com/@besokpagi.adv Spotify : Besok Pagi (Podcast Pendakian Horor) https://open.spotify.com/show/2uUzEzgKAAmwrbNAspmKjh   Untuk update video terbaru bisa cek di : Youtube : Besok Pagi https://www.youtube.com/@BESOKPAGICH   Copyright 2024, Besok Pagi Channel  Powered by Firstory Hosting	Besok Pagi 	Bahasa Indonesia	2024-09-02
2024-09-03	84	Gus dur - Syi'ir tanpo waton	Syi'ir yg di ciptakan oleh Gus Dur enak dan adem saat didengar	Rahmad Wijitriono	Bahasa Indonesia	2020-10-02
2024-09-03	85	Jomblo Pasti Seneng Episode Ini | Season 6 Eps. 3 #LibatinAllah	Yuk support kawasan pendidikan Pesan_Trend dan pembangunan Masjid Raheela. Buka website ⁠https://pemudahijrah.id/⁠ untuk informasi lebih lengkapnya. Official Account of Hanan Attaki | Managed by Shift Media Studio. For business inquiries please contact: 08971556543 (Dikha). . IG: ⁠https://www.instagram.com/hanan_attaki/⁠ TikTok: ⁠https://www.tiktok.com/@hanan_attaki  	Hanan Attaki	Bahasa Indonesia	2024-06-28
2024-09-03	86	Pod. 284 Ariyo Wahab TALKS ABOUT WHAT IT TAKES TO BE A ROCK STAR AT 50	"In today’s episode of The Friday Podcast, Ariyo Wahab talks about being a parent, almost creating a boyband and a mother's prayers.  ""Papa gak pulang baby, Papa gak bawa uang baby"" who doesn't know this rock anthem? today the lead vocalist of the supergroup formed consisting of well-known Indonesian musicians is here! Ariyo has also made a name for himself as an actor, starring in various Indonesian films and television series. Being a rock star and a movie star there's a certain lifestyle that comes to it, which usually doesn't align to the lifestyle of being a parent, Ariyo shares how being married changed him for the better and help him juggle between being a rock star and a parent to his children. ----------------  Thank you for watching, don't forget to subscribe and turn on notifications on these videos to be the first to know our next episodes. Also, if you're reading until this section, comment down below your favorite part from this podcast!  Makna Talks is available on Spotify and Youtube.   Twitter: @maknatalks Instagram: @maknatalks Business: talks@maknagroup.com"	Makna Talks	English	2024-08-30
2024-09-03	87	Kutukan Sang Dukun	PART I: Praktik Bejat  PART II: Tumbal 7 Orang  PART III: Balas Dendam Mantan  1 malam 3 cerita yang akan membuat malammu lebih panjang bersama Fadil Camui, Shahabi Sakri, dan Nadilla hanya di Scary Things Jangan lupa follow instagram @scarythings.indo untuk update episode terbaru.  Dengerin episode lainnya dari Podcast Scary Things di Aplikasi NOICE. Download NOICE ⁠⁠⁠⁠⁠⁠⁠⁠di sini!	NOICE	Bahasa Indonesia	2024-08-26
2024-09-03	88	Eps 53: Dijodohin Sama Tetangga, Wedding Agreement, Diendorse Pacar	Dijodohno ambek tonggo, Firza ditinggal rabi, review film Wedding Agreement.  Dengerin episode lainnya dari Podcast Lambemu di Aplikasi NOICE. Download NOICE ⁠⁠⁠⁠⁠⁠⁠⁠di sini!⁠	NOICE	Bahasa Indonesia	2024-08-30
2024-09-03	89	EPS #78 Jam-jam Overthinking - PART #23	Overthinking dalam hubungan suami istri dapat menjadi masalah jika tidak dikendalikan, karena dapat memicu ketegangan dan konflik. Penting untuk menemukan keseimbangan antara refleksi yang sehat dan pikiran yang berlebihan, serta menjaga komunikasi yang terbuka untuk mengatasi kekhawatiran bersama.  Thanks to  Moogs Coffee Moogs Creative  #podcastexit #podcast #exit #firzavalaza #bianbriliante	podcast exit	Bahasa Indonesia	2024-09-02
2024-09-03	90	#269 Nasgor Buah Naga	Emang iya apapun makanannya, minumannya harus anu?	BKR Brothers	Bahasa Indonesia	2024-09-02
2024-09-03	91	Class Of Caring | Season 7 Eps. 2 #LibatinAllah	Yuk support kawasan pendidikan Pesan_Trend dan Program Dakwah ustadz Hanan Attaki lainnya. Buka website Pemuda Hijrah untuk informasi lebih lengkapnya. Official Account of Hanan Attaki | Managed by Shift Media Studio. For business inquiries please contact: 08971556543 (Dikha)..IG: https://www.instagram.com/hanan_attaki/ TikTok: https://www.tiktok.com/@hanan_attaki_  	Hanan Attaki	Bahasa Indonesia	2024-07-20
2024-09-03	92	Episode 144	Gayung bersambut, fasilitas kantor, pegawai heppiii, kostum nanas.	Podkesmas Asia	Bahasa Indonesia	2024-08-18
2024-09-03	93	"KESAKSIAN SOPIR NGOPI DI WARUNG GHAIB ALAS ROBAN ""SIAL"" (EPS 355)"	"Kesaksian Mas Sogol sebagai seorang sopir pick up kelapa muda di tahun 2021 mengalami kejadian mistis yang membuatnya trauma jika melewati hutan angker Alas Roban. Mas Sogol dan temannya beristirahat ""ngopi"" disebuah warung ghaib yang dihuni oleh sosok ghaib wanita cantik berpakaian minim dan merasakan fenomena-fenomena diluar nalar manusia.  Host : Mang Ei Narasumber : Mas Sogol  Powered by Firstory Hosting"	Malam Mencekam Podcast	Bahasa Indonesia	2024-08-28
2024-09-03	94	RUMAH ROMBE || TAMAT	SUMBER KISAH: SIMPELMANT  Tinggalkan komentar dan berikan pendapatmu: https://open.firstory.me/user/clhkbe0z1049r01xob569atao/comments  Powered by Firstory Hosting	INDONESIAN HORROR STORY	Bahasa Indonesia	2024-08-30
2024-09-03	95	Eps.147 - Security Jaga Malam Rumah Mewah Berhantu Lebak Bulus	Malam ini Raden akan menceritakan pengalaman horor yang sangat mengerikan ketika ia mendapatkan pekerjaan baru menjadi seorang security untuk menjaga sebuah rumah mewah 4 lantai yang ada di daerah Lebak Bulus Jakarta Selatan, tak tanggung-tanggung.. ia bekerja disana hanya kuat satu bulan saja dan memutuskan untuk resign karena gangguan horror yang sangat tidak masuk akal disana, ia berfikir ketika keluar dari rumah tersebut harusnya sudah tidak ada gangguan yang dialaminya lagi, namun itu semua hanya permulaan.. gangguan gangguan horor mengerikan terus menghampirinya kemanapun ia pergi dan bahkan ketika ia memutuskan untuk mencertikan pengalaman ini di Lonceng Mystery, ia mendapatkan teror yang sangat tidak masuk akal.  Follow Instagram Kita : 👇 👇 https://www.instagram.com/loncengmystery  Powered by Firstory Hosting	Lonceng Mystery	Bahasa Indonesia	2024-08-25
2024-09-03	96	Eps. 63 - Anyun dan Adi Arkiang	special show Gilang Bhaskara, ketua RT, dan Sinar Mandala	Barry Williem dan Erwin Wu	Bahasa Indonesia	2024-08-26
2024-09-03	97	"KISAH MISTIS MELAWAN TUKANG SIOMAY PELAKU PESUGIHAN GENDERUWO ""KAYA RAYA"" (EPS 356)"	Kesaksian Mas Dita mengalami kejadian mistis di tahun 2016 ketika dirinya berjualan bakso, nyaris seluruh pelanggan Uci (juragan siomay) berpaling dan memilih bakso milik Mas Dita. Hal tersebut membuat Uci geram dan melakukan berbagai cara untuk menjatuhkan usaha Mas Dita. Bahkan tidak tanggung-tanggung pesugihan jenis genderuwo pun dilakukan Uci.   Host : Mang Ei Narasumber : Mas Dita   Powered by Firstory Hosting	Malam Mencekam Podcast	Bahasa Indonesia	2024-08-30
2024-09-03	98	#267 Berantakan	Menurut lo gambar episode ini rapih atau berantakan?	BKR Brothers	Bahasa Indonesia	2024-08-19
2024-09-03	99	MISTERI DIBALIK BAIT NYANYIAN	Sekitar tahun 2004 datang keluarga kecil yang pindah dipulau jawa yang berasal dari Jakarta disebuah rumah jawa kuno yang kabarnya dulu pada jaman belanda ada sebuah kelurga kecil yang tinggal dirumah jawa ini dan mempunyai seorang anak perempuan yang bernama nina, karena demam tinggi dan tidak sempat menciptakan lagu serta menyanyikannya untuk nina akhirnya nina meninggal dunia, namun keluarga kecil dari Jakarta tidak begitu percaya pada mitos tersebut.  Ingin berbagi kisah horror? Kirim cerita horormu ke Email : Nyeritainhoror@gmail.com Untuk informasi lainnya bisa cek di https://linktree.com/nyeritainhoror  • Pengisi Suara : Fidi Muhammad • Produksi : Nyeritain Horor  Mari berteman di Instagram Fidi Muhammad : https://bit.ly/3jrqHLN Nyeritain Horor : https://bit.ly/3HFSO7p  Copyright © 2024 GOOD NIGHT | FIDI MUHAMMAD | NYERITAIN HOROR  Powered by Firstory Hosting	Fidi Muhammad	Bahasa Indonesia	2024-08-21
2024-09-03	100	kalau lagi capek, denger ini	you made it this far.	Firdhani Zihan	Bahasa Indonesia	2023-06-20
